dominio,categoria_provisional,certeza,criterio,authority_score_exportado,urls_ejemplo,fuente,accion
woc.cl,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,7,http://woc.cl/portfolio.aspx?id=4&lang=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp; http://woc.cl/portfolio.aspx?id=4&lang=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp; http://woc.cl/portfolio.aspx?id=4&lang=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp; http://woc.cl/portfolio.aspx?id=4&lang=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp; http://woc.cl/portfolio.aspx?id=4&lang=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=eng&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp&x=esp,08-backlink-gap/backlink-gap-integrales-page2-20260903.json,revisión humana; sin outreach
articlement.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,6,,08-backlink-gap/backlink-gap-integrales-page2-20260903.json,revisión humana; sin outreach
blogdon.net,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,6,,08-backlink-gap/backlink-gap-integrales-page3-20260903.json,revisión humana; sin outreach
bloggerswise.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,6,,08-backlink-gap/backlink-gap-integrales-page3-20260903.json,revisión humana; sin outreach
blogprodesign.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,6,,08-backlink-gap/backlink-gap-integrales-page3-20260903.json,revisión humana; sin outreach
blogproducer.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,6,,08-backlink-gap/backlink-gap-integrales-page3-20260903.json,revisión humana; sin outreach
buzzshrink.website,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,6,https://buzzshrink.website/share/90295; https://buzzshrink.website/share/4631; https://buzzshrink.website/share/4249,08-backlink-gap/backlink-gap-integrales-page3-20260903.json; 08-backlink-gap/gap-especialistas-page1-20260903.json,revisión humana; sin outreach
cumplimientolean.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,6,,08-backlink-gap/backlink-gap-integrales-page3-20260903.json,revisión humana; sin outreach
developmentmi.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,6,,08-backlink-gap/backlink-gap-integrales-page3-20260903.json,revisión humana; sin outreach
espaciosweb.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,6,,08-backlink-gap/backlink-gap-integrales-page3-20260903.json,revisión humana; sin outreach
fitnell.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,6,,08-backlink-gap/backlink-gap-integrales-page3-20260903.json,revisión humana; sin outreach
jake.eu,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,6,,08-backlink-gap/backlink-gap-integrales-page3-20260903.json; 08-backlink-gap/gap-especialistas-page1-20260903.json,revisión humana; sin outreach
kingranks.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,6,,08-backlink-gap/backlink-gap-integrales-page3-20260903.json,revisión humana; sin outreach
linkingdirectory.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,6,,08-backlink-gap/backlink-gap-integrales-page3-20260903.json,revisión humana; sin outreach
newbigblog.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,6,,08-backlink-gap/backlink-gap-integrales-page3-20260903.json,revisión humana; sin outreach
onlyhealthydeals.com,basura/PBN,señal explícita en exportación; validar página,Anclas comerciales de enlaces o PBN: excluir de oportunidades; no implica contratación por competidores.,6,http://www.onlyhealthydeals.com/all/431/8.html; https://onlyhealthydeals.com/all/431/8.html,08-backlink-gap/backlink-gap-integrales-page3-20260903.json; 08-backlink-gap/gap-especialistas-page1-20260903.json,excluir de prospección
revistarebi.org,medio especializado,inferencia editorial,Verificar audiencia y contexto de la página fuente.,6,,08-backlink-gap/backlink-gap-integrales-page3-20260903.json,revisión humana; sin outreach
selk.cl,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,6,,08-backlink-gap/backlink-gap-integrales-page3-20260903.json,revisión humana; sin outreach
slzii.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,6,,08-backlink-gap/backlink-gap-integrales-page3-20260903.json,revisión humana; sin outreach
spam.cl,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,6,,08-backlink-gap/backlink-gap-integrales-page3-20260903.json,revisión humana; sin outreach
starcourts.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,6,,08-backlink-gap/backlink-gap-integrales-page3-20260903.json,revisión humana; sin outreach
toptohigh.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,6,,08-backlink-gap/backlink-gap-integrales-page3-20260903.json,revisión humana; sin outreach
wayranks.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,6,,08-backlink-gap/backlink-gap-integrales-page3-20260903.json,revisión humana; sin outreach
webranksite.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,6,,08-backlink-gap/backlink-gap-integrales-page3-20260903.json,revisión humana; sin outreach
webscountry.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,6,,08-backlink-gap/backlink-gap-integrales-page3-20260903.json,revisión humana; sin outreach
aloysionunes.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,5,,08-backlink-gap/backlink-gap-integrales-page3-20260903.json,revisión humana; sin outreach
backlinktime.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,5,,08-backlink-gap/backlink-gap-integrales-page3-20260903.json,revisión humana; sin outreach
buyrankbacklinks.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,5,,08-backlink-gap/backlink-gap-integrales-page3-20260903.json,revisión humana; sin outreach
chordmp3.net,basura/PBN,señal explícita en exportación; validar página,Anclas comerciales de enlaces o PBN: excluir de oportunidades; no implica contratación por competidores.,5,https://chordmp3.net/all/431/8.html; http://chordmp3.net/all/431/8.html,08-backlink-gap/backlink-gap-integrales-page3-20260903.json; 08-backlink-gap/gap-especialistas-page1-20260903.json,excluir de prospección
domhold.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,5,,08-backlink-gap/backlink-gap-integrales-page3-20260903.json,revisión humana; sin outreach
encycloreader.org,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,5,,08-backlink-gap/backlink-gap-integrales-page3-20260903.json,revisión humana; sin outreach
faucre.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,5,,08-backlink-gap/backlink-gap-integrales-page3-20260903.json,revisión humana; sin outreach
fohweb.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,5,,08-backlink-gap/backlink-gap-integrales-page3-20260903.json,revisión humana; sin outreach
patagonialandconservation.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,5,,08-backlink-gap/backlink-gap-integrales-page3-20260903.json,revisión humana; sin outreach
websites.freemyip.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,5,https://websites.freemyip.com/share/5973; https://websites.freemyip.com/share/5972; https://websites.freemyip.com/share/54030; https://websites.freemyip.com/share/90294; https://websites.freemyip.com/share/4632,08-backlink-gap/backlink-gap-integrales-page3-20260903.json; 08-backlink-gap/gap-especialistas-page1-20260903.json,revisión humana; sin outreach
worldranksite.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,5,,08-backlink-gap/backlink-gap-integrales-page3-20260903.json,revisión humana; sin outreach
byteyo.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,4,,08-backlink-gap/backlink-gap-integrales-page3-20260903.json,revisión humana; sin outreach
cindylaup.com,basura/PBN,señal explícita en exportación; validar página,Anclas comerciales de enlaces o PBN: excluir de oportunidades; no implica contratación por competidores.,4,https://cindylaup.com/all/431/8.html; http://www.cindylaup.com/all/431/8.html; http://cindylaup.com/all/431/8.html; https://www.cindylaup.com/all/431/8.html,08-backlink-gap/backlink-gap-integrales-page3-20260903.json; 08-backlink-gap/gap-especialistas-page1-20260903.json,excluir de prospección
dotiqo.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,4,,08-backlink-gap/backlink-gap-integrales-page3-20260903.json,revisión humana; sin outreach
factmags.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,4,http://www.factmags.com/iuelpseo/bunchiesflowers-best-seo-service/; http://factmags.com/iuelpseo/bunchiesflowers-best-seo-service/; https://factmags.com/iuelpseo/bunchiesflowers-best-seo-service/; https://www.factmags.com/iuelpseo/bunchiesflowers-best-seo-service/,08-backlink-gap/backlink-gap-integrales-page3-20260903.json; 08-backlink-gap/gap-especialistas-page1-20260903.json,revisión humana; sin outreach
fastoq.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,4,,08-backlink-gap/backlink-gap-integrales-page3-20260903.json,revisión humana; sin outreach
global-ranks.pages.dev,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,4,,08-backlink-gap/backlink-gap-integrales-page3-20260903.json,revisión humana; sin outreach
goooogla.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,4,http://goooogla.com/best-for-ranking-mssineseo/kasjueseo/; http://goooogla.com/best-for-ranking-cyhxwmseo/opadsgseo/; https://goooogla.com/best-for-ranking-mssineseo/kasjueseo/; https://goooogla.com/best-for-ranking-cyhxwmseo/opadsgseo/; https://www.goooogla.com/best-for-ranking-mssineseo/kasjueseo/,08-backlink-gap/backlink-gap-integrales-page3-20260903.json; 08-backlink-gap/gap-especialistas-page1-20260903.json,revisión humana; sin outreach
nexioe.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,4,,08-backlink-gap/backlink-gap-integrales-page3-20260903.json,revisión humana; sin outreach
ready.pro,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,4,https://ready.pro/stats/5973; https://ready.pro/stats/5972; https://www.ready.pro/stats/5973; https://www.ready.pro/stats/5972; https://www.ready.pro/stats/54030,08-backlink-gap/backlink-gap-integrales-page3-20260903.json; 08-backlink-gap/gap-especialistas-page1-20260903.json,revisión humana; sin outreach
skylinkseo.site,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,4,,08-backlink-gap/backlink-gap-integrales-page3-20260903.json,revisión humana; sin outreach
snapiy.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,4,,08-backlink-gap/backlink-gap-integrales-page3-20260903.json,revisión humana; sin outreach
vewnet.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,4,,08-backlink-gap/backlink-gap-integrales-page3-20260903.json,revisión humana; sin outreach
webgoz.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,4,,08-backlink-gap/backlink-gap-integrales-page3-20260903.json,revisión humana; sin outreach
yexhub.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,4,,08-backlink-gap/backlink-gap-integrales-page3-20260903.json,revisión humana; sin outreach
bazerdaily.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,3,,08-backlink-gap/backlink-gap-integrales-page3-20260903.json,revisión humana; sin outreach
daisye.pages.dev,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,3,,08-backlink-gap/backlink-gap-integrales-page3-20260903.json,revisión humana; sin outreach
daolink.mom,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,3,,08-backlink-gap/backlink-gap-integrales-page3-20260903.json,revisión humana; sin outreach
directorylinkservice.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,3,https://www.directorylinkservice.com/domains/39857/7f7cb567730cb62c353f8f68d4bf5d4e/; https://www.directorylinkservice.com/domains/160712/fa7fb9b9083fef760ed6ee85afe62623/; https://www.directorylinkservice.com/domains/191077/7065bbf9056d76d5696a43ea61de0b1d/,08-backlink-gap/backlink-gap-integrales-page3-20260903.json; 08-backlink-gap/gap-especialistas-page1-20260903.json,revisión humana; sin outreach
fittyfoody.com,basura/PBN,señal explícita en exportación; validar página,Anclas comerciales de enlaces o PBN: excluir de oportunidades; no implica contratación por competidores.,3,http://fittyfoody.com/all/431/8.html; https://fittyfoody.com/all/431/8.html,08-backlink-gap/backlink-gap-integrales-page3-20260903.json; 08-backlink-gap/gap-especialistas-page1-20260903.json,excluir de prospección
hostprinter.com,basura/PBN,señal explícita en exportación; validar página,Anclas comerciales de enlaces o PBN: excluir de oportunidades; no implica contratación por competidores.,3,http://hostprinter.com/all/431/8.html; https://hostprinter.com/all/431/8.html,08-backlink-gap/backlink-gap-integrales-page3-20260903.json; 08-backlink-gap/gap-especialistas-page1-20260903.json,excluir de prospección
marketingexperts.click,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,3,,08-backlink-gap/backlink-gap-integrales-page3-20260903.json,revisión humana; sin outreach
pick4d.live,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,3,,08-backlink-gap/backlink-gap-integrales-page3-20260903.json,revisión humana; sin outreach
probsee.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,3,,08-backlink-gap/backlink-gap-integrales-page3-20260903.json,revisión humana; sin outreach
smartstimer.com,basura/PBN,señal explícita en exportación; validar página,Anclas comerciales de enlaces o PBN: excluir de oportunidades; no implica contratación por competidores.,3,https://smartstimer.com/all/431/24.html; https://smartstimer.com/all/1166/21.html,08-backlink-gap/backlink-gap-integrales-page3-20260903.json; 08-backlink-gap/gap-especialistas-page1-20260903.json,excluir de prospección
wecelebrities.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,3,,08-backlink-gap/backlink-gap-integrales-page3-20260903.json,revisión humana; sin outreach
worldbusinesspromote.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,3,,08-backlink-gap/backlink-gap-integrales-page3-20260903.json,revisión humana; sin outreach
99backlinksbuy.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,2,,08-backlink-gap/backlink-gap-integrales-page3-20260903.json,revisión humana; sin outreach
acibcusco.blogspot.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,2,,08-backlink-gap/backlink-gap-integrales-page3-20260903.json,revisión humana; sin outreach
adcreativevideo.com,basura/PBN,señal explícita en exportación; validar página,Anclas comerciales de enlaces o PBN: excluir de oportunidades; no implica contratación por competidores.,2,http://www.adcreativevideo.com/all/431/24.html,08-backlink-gap/backlink-gap-integrales-page3-20260903.json; 08-backlink-gap/gap-especialistas-page1-20260903.json,excluir de prospección
alidatrainas.blogspot.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,2,,08-backlink-gap/backlink-gap-integrales-page3-20260903.json,revisión humana; sin outreach
